feature	ham_probability	spam_probability
oppressive	2.1876328303309168e-07	1.3852932832115753e-06
horticultural	1.0938164151654583e-06	2.7705865664231505e-07
mutuo	2.1876328303309168e-07	5.541173132846301e-07
spdif	2.1876328303309168e-07	5.541173132846301e-07
0351	6.56289849099275e-07	2.7705865664231505e-07
lowland	2.1876328303309168e-07	1.9394105964962054e-06
thconfsessions	1.0938164151654583e-06	2.7705865664231505e-07
wlhkzwj	2.1876328303309168e-07	5.541173132846301e-07
presscippt	2.1876328303309168e-07	1.6623519398538903e-06
ganztagsarbeitbezahlung	2.1876328303309168e-07	5.541173132846301e-07
myinputare	2.1876328303309168e-07	5.541173132846301e-07
katiesonny	2.1876328303309168e-07	5.541173132846301e-07
nzpwayt	2.1876328303309168e-07	5.541173132846301e-07
particully	2.1876328303309168e-07	5.541173132846301e-07
severson	1.5094666529283325e-05	2.7705865664231505e-07
2002011504	4.3752656606618335e-07	2.7705865664231505e-07
hadron	2.1876328303309168e-07	1.6623519398538903e-06
tobiasmunk	1.31257969819855e-06	2.7705865664231505e-07
hzygd	2.1876328303309168e-07	5.541173132846301e-07
ayl	2.1876328303309168e-07	8.311759699269452e-07
othing	2.1876328303309168e-07	5.541173132846301e-07
851119	2.1876328303309168e-07	5.541173132846301e-07
exes	3.718975811562558e-06	2.7705865664231505e-07
detecci	2.1876328303309168e-07	1.1082346265692602e-06
getlaidnow	2.1876328303309168e-07	1.9394105964962054e-06
permeate	2.1876328303309168e-07	1.6623519398538903e-06
excited	2.7782936945202643e-05	1.5515284771969643e-05
retro	1.31257969819855e-06	2.7705865664231505e-07
irrelevant	1.968869547297825e-06	2.2164692531385204e-06
avall	2.1876328303309168e-07	2.2164692531385204e-06
photometry	2.1876328303309168e-07	2.2164692531385204e-06
ecns	6.56289849099275e-07	2.7705865664231505e-07
distributional	4.3752656606618335e-07	2.7705865664231505e-07
ecpu	2.1876328303309168e-07	8.311759699269452e-07
jtlork	2.1876328303309168e-07	5.541173132846301e-07
gremlinicc	2.1876328303309168e-07	5.541173132846301e-07
atldaw	2.1876328303309168e-07	5.541173132846301e-07
jingle	2.1876328303309168e-07	3.0476452230654656e-06
reaally	2.1876328303309168e-07	1.1082346265692602e-06
rodalepress	4.3752656606618335e-07	2.7705865664231505e-07
hlihf	2.1876328303309168e-07	5.541173132846301e-07
1097	1.0938164151654583e-06	5.541173132846301e-07
bwawquqfbfcnbvdweyigei	2.1876328303309168e-07	5.541173132846301e-07
frolicking	2.1876328303309168e-07	5.541173132846301e-07
qw	1.0938164151654583e-06	3.0476452230654656e-06
geometric	2.1876328303309166e-06	5.541173132846301e-07
perceiving	2.1876328303309168e-07	5.541173132846301e-07
05197	2.1876328303309168e-07	8.311759699269452e-07
irrate	2.1876328303309168e-07	1.1082346265692602e-06
rangler	2.1876328303309168e-07	1.6623519398538903e-06
multicultural	6.56289849099275e-07	2.7705865664231505e-07
comorsend	2.1876328303309168e-07	3.6017625363500957e-06
0942	2.1876328303309168e-07	5.541173132846301e-07
crux	2.1876328303309168e-07	2.2164692531385204e-06
chronological	1.7501062642647334e-06	2.7705865664231505e-07
precedent	7.000425057058934e-06	2.4935279097808355e-06
rollinginthedough	2.1876328303309168e-07	3.6017625363500957e-06
cours	2.1876328303309168e-07	1.6623519398538903e-06
lcvba	2.1876328303309168e-07	5.541173132846301e-07
darrick	2.1876328303309168e-07	5.541173132846301e-07
275817582	2.1876328303309168e-07	5.541173132846301e-07
multinomial	2.1876328303309168e-07	1.6623519398538903e-06
eoumcgzmx	2.1876328303309168e-07	5.541173132846301e-07
6518	6.56289849099275e-07	2.7705865664231505e-07
mfg	2.4063961133640083e-06	5.541173132846301e-07
yow	2.1876328303309168e-07	1.3852932832115753e-06
crank	6.56289849099275e-07	1.6623519398538903e-06
sonda	2.1876328303309168e-07	1.3852932832115753e-06
diodos	2.1876328303309168e-07	8.311759699269452e-07
speztmdhd	2.1876328303309168e-07	8.311759699269452e-07
ious	5.469082075827291e-06	5.541173132846301e-07
eachvalet	2.1876328303309168e-07	5.541173132846301e-07
hiroshi	2.1876328303309168e-07	1.3852932832115753e-06
278784	4.3752656606618335e-07	2.7705865664231505e-07
servers	1.6626009510514968e-05	3.4909390736931696e-05
ariz	1.5313429812316417e-06	8.311759699269452e-07
inteilectually	2.1876328303309168e-07	8.311759699269452e-07
betrayed	1.5313429812316417e-06	2.4935279097808355e-06
impactful	2.1876328303309168e-07	5.541173132846301e-07
conclave	2.1876328303309168e-07	4.432938506277041e-06
overvaluation	4.3752656606618335e-07	2.7705865664231505e-07
refile	4.3752656606618335e-07	2.7705865664231505e-07
rata	3.93773909459565e-06	1.1082346265692602e-06
condi	2.1876328303309168e-07	1.1082346265692602e-06
deine	2.1876328303309168e-07	3.0476452230654656e-06
exchequer	4.3752656606618335e-07	1.3852932832115753e-06
tania	2.1876328303309168e-07	1.1082346265692602e-06
rence	2.1876328303309168e-07	8.311759699269452e-07
centrally	1.7501062642647334e-06	5.541173132846301e-07
szkoly	6.56289849099275e-07	2.7705865664231505e-07
31880999249805760	2.1876328303309168e-07	1.1082346265692602e-06
cheaply	1.0938164151654583e-06	1.9394105964962054e-06
epcurvepaper	4.3752656606618335e-07	2.7705865664231505e-07
uneasily	2.1876328303309168e-07	8.311759699269452e-07
hlb	1.5313429812316417e-06	2.7705865664231505e-07
demountable	2.1876328303309168e-07	4.155879849634726e-06
ebbeek	2.1876328303309168e-07	8.311759699269452e-07
informtion	2.1876328303309168e-07	5.541173132846301e-07
303	1.3563323548051683e-05	5.264114476203986e-06
foretelling	4.3752656606618335e-07	2.7705865664231505e-07
ropesthen	2.1876328303309168e-07	5.541173132846301e-07
antimicrobial	2.1876328303309168e-07	8.311759699269452e-07
agowe	2.1876328303309168e-07	8.311759699269452e-07
brownfeld	1.0938164151654583e-06	2.7705865664231505e-07
issac	2.1876328303309168e-07	1.3852932832115753e-06
satisimiz	2.1876328303309168e-07	1.1082346265692602e-06
pantry	2.1876328303309168e-07	3.0476452230654656e-06
aiong	2.1876328303309168e-07	3.878821192992411e-06
133777	2.1876328303309168e-07	8.311759699269452e-07
chohungbank	2.1876328303309168e-07	5.541173132846301e-07
8777	4.3752656606618335e-07	5.541173132846301e-07
ober	4.3752656606618335e-07	2.7705865664231505e-07
ohxpq	2.1876328303309168e-07	5.541173132846301e-07
issuealerthtml	1.0938164151654583e-06	2.7705865664231505e-07
9206	2.1876328303309168e-07	5.541173132846301e-07
tiers	1.0938164151654583e-06	5.541173132846301e-07
metaphysical	4.3752656606618335e-07	8.311759699269452e-07
logically	8.750531321323667e-07	2.7705865664231505e-07
herebynotified	2.1876328303309168e-07	5.541173132846301e-07
cswwqqczi	2.1876328303309168e-07	5.541173132846301e-07
municipa	2.1876328303309168e-07	2.2164692531385204e-06
200435	2.1876328303309168e-07	5.541173132846301e-07
unwary	2.1876328303309168e-07	8.311759699269452e-07
346	2.8439226794301917e-06	3.3247038797077806e-06
nekeded	2.1876328303309168e-07	5.541173132846301e-07
tatgkhihb	2.1876328303309168e-07	5.541173132846301e-07
coextensive	2.1876328303309168e-07	3.0476452230654656e-06
ccy	2.1876328303309168e-07	5.541173132846301e-07
tinvisible	2.1876328303309168e-07	5.541173132846301e-07
bouquet	4.3752656606618335e-07	3.3247038797077806e-06
uqxqhuye	2.1876328303309168e-07	5.541173132846301e-07
cjdougvnndditkdt	2.1876328303309168e-07	5.541173132846301e-07
ocurri	2.1876328303309168e-07	5.541173132846301e-07
aldeasinfantiles	2.1876328303309168e-07	5.541173132846301e-07
nastepne	4.3752656606618335e-07	2.7705865664231505e-07
raise	8.269252098650865e-05	9.697052982481027e-05
oapvooj	2.1876328303309168e-07	8.311759699269452e-07
bistable	2.1876328303309168e-07	4.709997162919356e-06
laugher	4.3752656606618335e-07	2.7705865664231505e-07
sybarite	2.1876328303309168e-07	1.1082346265692602e-06
tcgs	4.3752656606618335e-07	2.7705865664231505e-07
commworld	2.1876328303309168e-07	5.541173132846301e-07
olavarria	2.1876328303309168e-07	5.541173132846301e-07
dominical	2.1876328303309168e-07	1.3852932832115753e-06
beguin	2.1876328303309168e-07	5.541173132846301e-07
acuerdo	2.1876328303309168e-07	4.155879849634726e-06
eletrnica	2.1876328303309168e-07	8.311759699269452e-07
satrurday	4.3752656606618335e-07	2.7705865664231505e-07
pbcojwlg	2.1876328303309168e-07	5.541173132846301e-07
goennen	2.1876328303309168e-07	5.541173132846301e-07
ophans	2.1876328303309168e-07	8.311759699269452e-07
loriner	2.1876328303309168e-07	5.541173132846301e-07
nodule	2.1876328303309168e-07	1.1082346265692602e-06
aeolus	2.1876328303309168e-07	1.3852932832115753e-06
kashmir	4.3752656606618335e-07	2.7705865664231505e-07
forifree	2.1876328303309168e-07	5.541173132846301e-07
stoneol	4.3752656606618335e-07	2.7705865664231505e-07
modelso	6.56289849099275e-07	2.7705865664231505e-07
20014903	1.0938164151654583e-06	2.7705865664231505e-07
diocese	2.1876328303309168e-07	1.6623519398538903e-06
lmoz	2.1876328303309168e-07	5.541173132846301e-07
hrid	2.1876328303309168e-07	5.541173132846301e-07
mainly	1.6626009510514968e-05	3.878821192992411e-06
osogmxbb	2.1876328303309168e-07	5.541173132846301e-07
711224	4.3752656606618335e-07	2.7705865664231505e-07
merci	1.968869547297825e-06	2.4935279097808355e-06
osmanabad	6.56289849099275e-07	2.7705865664231505e-07
przes	6.56289849099275e-07	2.7705865664231505e-07
lxkbjtj	2.1876328303309168e-07	5.541173132846301e-07
harshbarger	4.375265660661833e-06	2.7705865664231505e-07
hellnet	2.1876328303309168e-07	1.3852932832115753e-06
egv	2.1876328303309168e-07	5.541173132846301e-07
salary	4.6377816003015436e-05	9.974111639123342e-06
qxixcbk	2.1876328303309168e-07	5.541173132846301e-07
playboypublic	2.1876328303309168e-07	5.541173132846301e-07
clockwise	2.1876328303309168e-07	4.432938506277041e-06
playingly	2.1876328303309168e-07	8.311759699269452e-07
pengrowth	4.3752656606618335e-07	2.7705865664231505e-07
nimh	2.1876328303309168e-07	1.3852932832115753e-06
mobiles	2.1876328303309168e-07	3.878821192992411e-06
ict	2.1876328303309168e-07	1.1082346265692602e-06
epitomical	2.1876328303309168e-07	1.6623519398538903e-06
seventiethlot	2.1876328303309168e-07	5.541173132846301e-07
izravnih	2.1876328303309168e-07	5.541173132846301e-07
superpack	2.1876328303309168e-07	1.1082346265692602e-06
buiiding	2.1876328303309168e-07	1.8285871338392794e-05
imme	2.1876328303309168e-07	2.0225281934889e-05
mars	5.906608641893475e-06	6.372349102773247e-06
cuxlqhlnmmsajelpq	2.1876328303309168e-07	5.541173132846301e-07
rbuu	2.1876328303309168e-07	5.541173132846301e-07
vvvgl	2.1876328303309168e-07	5.541173132846301e-07
ramifications	4.594028943694925e-06	8.311759699269452e-07
bnngb	2.1876328303309168e-07	5.541173132846301e-07
errol	2.4063961133640083e-06	1.9394105964962054e-06
misnumbered	4.3752656606618335e-07	2.7705865664231505e-07
25303	2.1876328303309168e-07	5.541173132846301e-07
schooling	2.1876328303309168e-07	1.9394105964962054e-06
exonerate	2.1876328303309168e-07	1.3852932832115753e-06
eei	1.6407246227481876e-05	5.541173132846301e-07
fifteenth	2.1876328303309168e-07	2.4935279097808355e-06
lundberg	2.1876328303309168e-07	2.7705865664231505e-06
forms	6.015990283410021e-05	4.377526774948578e-05
jlphillips	4.3752656606618335e-07	2.7705865664231505e-07
leisten	2.1876328303309168e-07	5.541173132846301e-07
aaoeuro	2.1876328303309168e-07	5.541173132846301e-07
bslqmj	2.1876328303309168e-07	8.311759699269452e-07
zanieczyszczen	4.3752656606618335e-07	2.7705865664231505e-07
humanities	4.3752656606618335e-07	8.311759699269452e-07
medtronic	2.1876328303309168e-07	1.3852932832115753e-06
schemas	2.1876328303309168e-07	5.541173132846301e-07
fy	1.31257969819855e-06	4.432938506277041e-06
supervisin	2.1876328303309168e-07	5.541173132846301e-07
eric	0.00010675648212014873	1.0251170295765657e-05
waaaanna	2.1876328303309168e-07	5.541173132846301e-07
intendto	2.1876328303309168e-07	8.311759699269452e-07
scumbags	2.1876328303309168e-07	5.541173132846301e-07
vsejpsps	2.1876328303309168e-07	5.541173132846301e-07
systematizing	2.1876328303309168e-07	5.541173132846301e-07
yoram	6.56289849099275e-07	2.7705865664231505e-07
infosel	1.0938164151654583e-06	2.7705865664231505e-07
richb	4.3752656606618335e-07	2.7705865664231505e-07
brownlee	1.0938164151654583e-06	2.7705865664231505e-07
meaninglessness	4.3752656606618335e-07	2.7705865664231505e-07
asprojects	2.1876328303309168e-07	5.541173132846301e-07
tupelo	2.1876328303309168e-07	1.1082346265692602e-06
poord	2.1876328303309168e-07	5.541173132846301e-07
wakeless	2.1876328303309168e-07	8.311759699269452e-07
mainland	8.750531321323667e-07	3.6017625363500957e-06
apel	9.844347736489125e-06	2.7705865664231505e-07
complimented	4.3752656606618335e-07	2.7705865664231505e-07
absurdities	8.750531321323667e-07	5.541173132846301e-07
oix	2.1876328303309168e-07	5.541173132846301e-07
dismantling	3.500212528529467e-06	2.7705865664231505e-07
legale	1.7501062642647334e-06	5.541173132846301e-07
soldout	4.3752656606618335e-07	5.541173132846301e-07
mlu	6.56289849099275e-07	2.7705865664231505e-07
prlnkizff	2.1876328303309168e-07	8.311759699269452e-07
eyxxnv	2.1876328303309168e-07	5.541173132846301e-07
citrusy	2.1876328303309168e-07	5.541173132846301e-07
vox	4.3752656606618335e-07	5.541173132846301e-07
omnirange	2.1876328303309168e-07	8.311759699269452e-07
ikely	2.1876328303309168e-07	1.9394105964962054e-06
cowgirls	2.1876328303309168e-07	5.541173132846301e-07
kyldmowog	2.1876328303309168e-07	5.541173132846301e-07
poem	8.750531321323667e-07	1.0805287609050287e-05
tdwzurbas	2.1876328303309168e-07	5.541173132846301e-07
rhg	2.1876328303309168e-07	5.541173132846301e-07
yasheng	2.1876328303309168e-07	1.0805287609050287e-05
visigoth	2.1876328303309168e-07	1.3852932832115753e-06
fulton	2.8439226794301917e-06	4.709997162919356e-06
apollo	2.0563748605110616e-05	3.3247038797077806e-06
khin	2.1876328303309168e-07	5.541173132846301e-07
mckinney	2.6251593963971e-06	2.2164692531385204e-06
fueis	2.1876328303309168e-07	3.3247038797077806e-06
unviable	1.0938164151654583e-06	2.7705865664231505e-07
encountered	3.718975811562558e-06	3.878821192992411e-06
reunido	2.1876328303309168e-07	5.541173132846301e-07
actuality	8.750531321323667e-07	2.7705865664231505e-07
bittners	4.3752656606618335e-07	2.7705865664231505e-07
439	5.2503187927942e-06	3.878821192992411e-06
piggybacks	4.3752656606618335e-07	5.541173132846301e-07
install	1.946993218994516e-05	3.269292148379318e-05
nesler	4.3752656606618335e-07	2.7705865664231505e-07
cpeterso	4.3752656606618335e-07	2.7705865664231505e-07
sanctions	8.313004755257484e-06	1.1082346265692602e-06
curvature	2.1876328303309168e-07	9.142935669196397e-06
giveaway	1.5313429812316417e-06	8.034701042627137e-06
wallst	2.1876328303309168e-07	2.7705865664231505e-06
merrelyn	4.3752656606618335e-07	2.7705865664231505e-07
vgmifq	2.1876328303309168e-07	8.311759699269452e-07
gibi	2.1876328303309168e-07	1.3852932832115753e-06
argentinos	2.1876328303309168e-07	1.1082346265692602e-06
necessitar	2.1876328303309168e-07	8.311759699269452e-07
endurable	2.1876328303309168e-07	5.541173132846301e-07
coercive	2.1876328303309168e-07	3.6017625363500957e-06
banderton	4.3752656606618335e-07	2.7705865664231505e-07
grainy	2.1876328303309168e-07	2.2164692531385204e-06
lhvdxy	2.1876328303309168e-07	5.541173132846301e-07
katnip	2.1876328303309168e-07	8.311759699269452e-07
energyclear	2.1876328303309166e-06	2.7705865664231505e-07
payaspidistra	2.1876328303309168e-07	5.541173132846301e-07
universityalliance	2.1876328303309168e-07	5.541173132846301e-07
967451	2.1876328303309168e-07	5.541173132846301e-07
transacts	4.3752656606618335e-07	2.7705865664231505e-07
coultre	2.1876328303309168e-07	8.311759699269452e-07
cupsilon	2.1876328303309168e-07	5.541173132846301e-07
dkilklnyxs	2.1876328303309168e-07	8.311759699269452e-07
energiefluss	2.1876328303309168e-07	5.541173132846301e-07
handout	2.4063961133640083e-06	1.3852932832115753e-06
clk	2.1876328303309168e-07	3.0476452230654656e-06
nudity	2.1876328303309168e-07	1.1082346265692602e-06
liverpudlian	2.1876328303309168e-07	3.0476452230654656e-06
nanve	2.1876328303309168e-07	5.541173132846301e-07
aspirin	6.56289849099275e-07	4.987055819561671e-06
panthenol	2.1876328303309168e-07	5.541173132846301e-07
bitanhol	2.1876328303309168e-07	5.541173132846301e-07
hatred	2.1876328303309168e-07	4.432938506277041e-06
bggu	2.1876328303309168e-07	8.311759699269452e-07
ugfxg	2.1876328303309168e-07	5.541173132846301e-07
lindacucme	2.1876328303309168e-07	8.311759699269452e-07
renders	2.1876328303309168e-07	1.3852932832115753e-06
isabella	2.1876328303309168e-07	2.7705865664231505e-06
sexuaal	2.1876328303309168e-07	5.541173132846301e-07
loveimpact	2.1876328303309168e-07	1.3852932832115753e-06
nightingales	2.1876328303309168e-07	5.541173132846301e-07
circumcircle	2.1876328303309168e-07	3.0476452230654656e-06
gable	2.1876328303309168e-07	1.9394105964962054e-06
browne	8.750531321323667e-07	3.0476452230654656e-06
uvz	2.1876328303309168e-07	5.541173132846301e-07
yobu	2.1876328303309168e-07	5.541173132846301e-07
unproduced	2.1876328303309168e-07	8.311759699269452e-07
sagestock	2.1876328303309168e-07	5.541173132846301e-07
charg	2.1876328303309168e-07	1.3852932832115753e-06
lurks	2.1876328303309168e-07	8.311759699269452e-07
oiwf	2.1876328303309168e-07	5.541173132846301e-07
buongiorno	2.1876328303309168e-07	5.541173132846301e-07
7658	6.56289849099275e-07	2.7705865664231505e-07
windswept	4.3752656606618335e-07	2.7705865664231505e-07
900	2.012622203904443e-05	2.521233775445067e-05
lea	3.718975811562558e-06	2.632057238101993e-05
downlink	2.1876328303309168e-07	5.541173132846301e-07
errortplease	2.1876328303309168e-07	1.1082346265692602e-06
rueben	2.1876328303309168e-07	5.541173132846301e-07
5267	1.968869547297825e-06	2.7705865664231505e-07
formalise	4.3752656606618335e-07	2.7705865664231505e-07
ebiz	1.1156927434687675e-05	5.541173132846301e-07
soda	8.750531321323667e-07	5.8182317894886165e-06
zerinden	2.1876328303309168e-07	5.541173132846301e-07
eldon	2.1876328303309168e-07	4.709997162919356e-06
cobranesbitt	2.1876328303309168e-07	5.541173132846301e-07
underweighting	4.3752656606618335e-07	2.7705865664231505e-07
kmax	2.1876328303309168e-07	5.541173132846301e-07
manipulator	2.1876328303309168e-07	5.541173132846301e-07
commun	4.3752656606618335e-07	2.7705865664231505e-07
clyons	4.3752656606618335e-07	2.7705865664231505e-07
prosperous	2.4063961133640083e-06	8.034701042627137e-06
tfs	2.6251593963971e-06	2.7705865664231505e-07
statue	1.7501062642647334e-06	1.9394105964962054e-06
emeta	2.1876328303309168e-07	5.541173132846301e-07
lndl	2.1876328303309168e-07	5.541173132846301e-07
